DSC,simulate,analyze,score,score.metric
55,bigstep,HPR,beta4_value,-0.018539800000000002
56,bigstep,HPR,beta4_value,-0.014037500000000001
57,bigstep,HPR,beta4_value,0.013240950000000001
58,bigstep,HPR,beta4_value,0.01450975
59,bigstep,HPR,beta4_value,-0.001998515
60,bigstep,HPR,beta4_value,0.00530059
61,bigstep,HPR,beta4_value,0.0025124500000000003
62,bigstep,HPR,beta4_value,0.009097035
63,bigstep,HPR,beta4_value,0.004394985
64,bigstep,HPR,beta4_value,8.75454e-4
65,bigstep,HPR,beta4_value,-0.013675699999999999
66,bigstep,HPR,beta4_value,-0.00216256
67,bigstep,HPR,beta4_value,0.006578075
68,bigstep,HPR,beta4_value,-0.004630875
69,bigstep,HPR,beta4_value,-0.01490265
70,bigstep,HPR,beta4_value,0.0099006
71,bigstep,HPR,beta4_value,0.00505445
72,bigstep,HPR,beta4_value,0.018747
73,bigstep,HPR,beta4_value,0.0018162249999999999
74,bigstep,HPR,beta4_value,0.01080795
75,bigstep,HPR,beta4_value,0.01719335
76,bigstep,HPR,beta4_value,-0.00260626
77,bigstep,HPR,beta4_value,-0.01916995
78,bigstep,HPR,beta4_value,-0.013444049999999999
79,bigstep,HPR,beta4_value,0.011441650000000001
80,bigstep,HPR,beta4_value,0.004212775
81,bigstep,HPR,beta4_value,0.01735135
82,bigstep,HPR,beta4_value,-0.0072501349999999996
83,bigstep,HPR,beta4_value,0.01973905
84,bigstep,HPR,beta4_value,0.011642099999999999
85,bigstep,HPR,beta4_value,0.00428862
86,bigstep,HPR,beta4_value,5.559685e-4
87,bigstep,HPR,beta4_value,-0.012515450000000001
88,bigstep,HPR,beta4_value,-0.007395195
89,bigstep,HPR,beta4_value,0.0066735300000000004
90,bigstep,HPR,beta4_value,-0.01328565
91,bigstep,HPR,beta4_value,0.01097355
92,bigstep,HPR,beta4_value,0.012596099999999999
93,bigstep,HPR,beta4_value,0.010617149999999999
94,bigstep,HPR,beta4_value,0.0036455050000000003
95,bigstep,HPR,beta4_value,0.0120363
96,bigstep,HPR,beta4_value,0.0076923600000000005
97,bigstep,HPR,beta4_value,7.09809e-4
98,bigstep,HPR,beta4_value,0.010939299999999999
99,bigstep,HPR,beta4_value,0.010008
100,bigstep,HPR,beta4_value,0.009621095
1,bigstep,HPR,beta1_cover,1
2,bigstep,HPR,beta1_cover,1
3,bigstep,HPR,beta1_cover,1
4,bigstep,HPR,beta1_cover,1
5,bigstep,HPR,beta1_cover,1
6,bigstep,HPR,beta1_cover,1
7,bigstep,HPR,beta1_cover,1
8,bigstep,HPR,beta1_cover,1
9,bigstep,HPR,beta1_cover,1
10,bigstep,HPR,beta1_cover,1
11,bigstep,HPR,beta1_cover,1
12,bigstep,HPR,beta1_cover,0
13,bigstep,HPR,beta1_cover,1
14,bigstep,HPR,beta1_cover,1
15,bigstep,HPR,beta1_cover,1
16,bigstep,HPR,beta1_cover,1
17,bigstep,HPR,beta1_cover,1
18,bigstep,HPR,beta1_cover,1
19,bigstep,HPR,beta1_cover,1
20,bigstep,HPR,beta1_cover,1
21,bigstep,HPR,beta1_cover,1
22,bigstep,HPR,beta1_cover,1
23,bigstep,HPR,beta1_cover,1
24,bigstep,HPR,beta1_cover,1
25,bigstep,HPR,beta1_cover,1
26,bigstep,HPR,beta1_cover,1
27,bigstep,HPR,beta1_cover,1
28,bigstep,HPR,beta1_cover,1
29,bigstep,HPR,beta1_cover,1
30,bigstep,HPR,beta1_cover,1
31,bigstep,HPR,beta1_cover,1
